page_id,timestamp_ns,is_write,distance,pid,fault_flags,vm_flags,fault_count,vma_start,vma_end,time_since_last_fault,offset_in_vma,vma_size,relative_position,sequential_access
34226912884,608800658039545,1,5,37355,629,134217979,1,140193434783744,140193455263744,10253826.0,389120,20480000,0.019,0
34226912889,608800668270529,1,5,37355,629,134217979,1,140193434783744,140193455263744,10230984.0,409600,20480000,0.02,0
34226912894,608800678439634,1,5,37355,629,134217979,1,140193434783744,140193455263744,10169105.0,430080,20480000,0.021,0
34226912899,608800688642466,1,5,37355,629,134217979,1,140193434783744,140193455263744,10202832.0,450560,20480000,0.022,0
34226912904,608800698892031,1,5,37355,629,134217979,1,140193434783744,140193455263744,10249565.0,471040,20480000,0.023,0
34226912909,608800709119561,1,5,37355,629,134217979,1,140193434783744,140193455263744,10227530.0,491520,20480000,0.024,0
34226912914,608800719329592,1,5,37355,629,134217979,1,140193434783744,140193455263744,10210031.0,512000,20480000,0.025,0
34226912919,608800729537613,1,5,37355,629,134217979,1,140193434783744,140193455263744,10208021.0,532480,20480000,0.026,0
34226912924,608800739787415,1,5,37355,629,134217979,1,140193434783744,140193455263744,10249802.0,552960,20480000,0.027,0
34226912929,608800750018522,1,5,37355,629,134217979,1,140193434783744,140193455263744,10231107.0,573440,20480000,0.028,0
34226912934,608800760222265,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203743.0,593920,20480000,0.029,0
34226912939,608800770428675,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206410.0,614400,20480000,0.03,0
34226912944,608800780684925,1,5,37355,629,134217979,1,140193434783744,140193455263744,10256250.0,634880,20480000,0.031,0
34226912949,608800790914804,1,5,37355,629,134217979,1,140193434783744,140193455263744,10229879.0,655360,20480000,0.032,0
34226912954,608800801118627,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203823.0,675840,20480000,0.033,0
34226912959,608800811326854,1,5,37355,629,134217979,1,140193434783744,140193455263744,10208227.0,696320,20480000,0.034,0
34226912964,608800821574747,1,5,37355,629,134217979,1,140193434783744,140193455263744,10247893.0,716800,20480000,0.035,0
34226912969,608800831805331,1,5,37355,629,134217979,1,140193434783744,140193455263744,10230584.0,737280,20480000,0.036,0
34226912974,608800842008980,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203649.0,757760,20480000,0.037,0
34226912979,608800852213595,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204615.0,778240,20480000,0.038,0
34226912984,608800862466961,1,5,37355,629,134217979,1,140193434783744,140193455263744,10253366.0,798720,20480000,0.039,0
34226912989,608800872696150,1,5,37355,629,134217979,1,140193434783744,140193455263744,10229189.0,819200,20480000,0.04,0
34226912994,608800882901961,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205811.0,839680,20480000,0.041,0
34226912999,608800893108667,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206706.0,860160,20480000,0.042,0
34226913004,608800903362003,1,5,37355,629,134217979,1,140193434783744,140193455263744,10253336.0,880640,20480000,0.043,0
34226913009,608800913590007,1,5,37355,629,134217979,1,140193434783744,140193455263744,10228004.0,901120,20480000,0.044,0
34226913014,608800923792327,1,5,37355,629,134217979,1,140193434783744,140193455263744,10202320.0,921600,20480000,0.045,0
34226913019,608800933996590,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204263.0,942080,20480000,0.046,0
34226913024,608800944244470,1,5,37355,629,134217979,1,140193434783744,140193455263744,10247880.0,962560,20480000,0.047,0
34226913029,608800954475153,1,5,37355,629,134217979,1,140193434783744,140193455263744,10230683.0,983040,20480000,0.048,0
34226913034,608800964678274,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203121.0,1003520,20480000,0.049,0
34226913039,608800974887726,1,5,37355,629,134217979,1,140193434783744,140193455263744,10209452.0,1024000,20480000,0.05,0
34226913044,608800985136951,1,5,37355,629,134217979,1,140193434783744,140193455263744,10249225.0,1044480,20480000,0.051,0
34226913049,608800995370511,1,5,37355,629,134217979,1,140193434783744,140193455263744,10233560.0,1064960,20480000,0.052,0
34226913054,608801005575524,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205013.0,1085440,20480000,0.053,0
34226913059,608801015787599,1,5,37355,629,134217979,1,140193434783744,140193455263744,10212075.0,1105920,20480000,0.054,0
34226913064,608801026038739,1,5,37355,629,134217979,1,140193434783744,140193455263744,10251140.0,1126400,20480000,0.055,0
34226913069,608801036272125,1,5,37355,629,134217979,1,140193434783744,140193455263744,10233386.0,1146880,20480000,0.056,0
34226913074,608801046477896,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205771.0,1167360,20480000,0.057,0
34226913079,608801056682413,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204517.0,1187840,20480000,0.058,0
34226913084,608801066939125,1,5,37355,629,134217979,1,140193434783744,140193455263744,10256712.0,1208320,20480000,0.059,0
34226913089,608801077172405,1,5,37355,629,134217979,1,140193434783744,140193455263744,10233280.0,1228800,20480000,0.06,0
34226913094,608801087377158,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204753.0,1249280,20480000,0.061,0
34226913099,608801097582659,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205501.0,1269760,20480000,0.062,0
34226913104,608801107833329,1,5,37355,629,134217979,1,140193434783744,140193455263744,10250670.0,1290240,20480000,0.063,0
34226913109,608801118061922,1,5,37355,629,134217979,1,140193434783744,140193455263744,10228593.0,1310720,20480000,0.064,0
34226913114,608801128267387,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205465.0,1331200,20480000,0.065,0
34226913119,608801138473719,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206332.0,1351680,20480000,0.066,0
34226913124,608801148729154,1,5,37355,629,134217979,1,140193434783744,140193455263744,10255435.0,1372160,20480000,0.067,0
34226913129,608801158966592,1,5,37355,629,134217979,1,140193434783744,140193455263744,10237438.0,1392640,20480000,0.068,0
34226913134,608801169171766,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205174.0,1413120,20480000,0.069,0
34226913139,608801179378201,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206435.0,1433600,20480000,0.07,0
34226913144,608801189627326,1,5,37355,629,134217979,1,140193434783744,140193455263744,10249125.0,1454080,20480000,0.071,0
34226913149,608801199855982,1,5,37355,629,134217979,1,140193434783744,140193455263744,10228656.0,1474560,20480000,0.072,0
34226913154,608801210071078,1,5,37355,629,134217979,1,140193434783744,140193455263744,10215096.0,1495040,20480000,0.073,0
34226913159,608801220275391,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204313.0,1515520,20480000,0.074,0
34226913164,608801230529468,1,5,37355,629,134217979,1,140193434783744,140193455263744,10254077.0,1536000,20480000,0.075,0
34226913169,608801240759854,1,5,37355,629,134217979,1,140193434783744,140193455263744,10230386.0,1556480,20480000,0.076,0
34226913174,608801250966867,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207013.0,1576960,20480000,0.077,0
34226913179,608801261171727,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204860.0,1597440,20480000,0.078,0
34226913184,608801271422831,1,5,37355,629,134217979,1,140193434783744,140193455263744,10251104.0,1617920,20480000,0.079,0
34226913189,608801281651908,1,5,37355,629,134217979,1,140193434783744,140193455263744,10229077.0,1638400,20480000,0.08,0
34226913194,608801291862485,1,5,37355,629,134217979,1,140193434783744,140193455263744,10210577.0,1658880,20480000,0.081,0
34226913199,608801302066634,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204149.0,1679360,20480000,0.082,0
34226913204,608801312320051,1,5,37355,629,134217979,1,140193434783744,140193455263744,10253417.0,1699840,20480000,0.083,0
34226913209,608801322549720,1,5,37355,629,134217979,1,140193434783744,140193455263744,10229669.0,1720320,20480000,0.084,0
34226913214,608801332754380,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204660.0,1740800,20480000,0.085,0
34226913219,608801342958513,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204133.0,1761280,20480000,0.086,0
34226913224,608801353218893,1,5,37355,629,134217979,1,140193434783744,140193455263744,10260380.0,1781760,20480000,0.087,0
34226913229,608801363447721,1,5,37355,629,134217979,1,140193434783744,140193455263744,10228828.0,1802240,20480000,0.088,0
34226913234,608801373654840,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207119.0,1822720,20480000,0.089,0
34226913239,608801383861936,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207096.0,1843200,20480000,0.09,0
34226913244,608801394110047,1,5,37355,629,134217979,1,140193434783744,140193455263744,10248111.0,1863680,20480000,0.091,0
34226913249,608801404340790,1,5,37355,629,134217979,1,140193434783744,140193455263744,10230743.0,1884160,20480000,0.092,0
34226913254,608801414545519,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204729.0,1904640,20480000,0.093,0
34226913259,608801424755989,1,5,37355,629,134217979,1,140193434783744,140193455263744,10210470.0,1925120,20480000,0.094,0
34226913264,608801435008705,1,5,37355,629,134217979,1,140193434783744,140193455263744,10252716.0,1945600,20480000,0.095,0
34226913269,608801445239829,1,5,37355,629,134217979,1,140193434783744,140193455263744,10231124.0,1966080,20480000,0.096,0
34226913274,608801455443978,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204149.0,1986560,20480000,0.097,0
34226913279,608801465648110,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204132.0,2007040,20480000,0.098,0
34226913284,608801475902163,1,5,37355,629,134217979,1,140193434783744,140193455263744,10254053.0,2027520,20480000,0.099,0
34226913289,608801486134772,1,5,37355,629,134217979,1,140193434783744,140193455263744,10232609.0,2048000,20480000,0.1,0
34226913294,608801496333382,1,5,37355,629,134217979,1,140193434783744,140193455263744,10198610.0,2068480,20480000,0.101,0
34226913299,608801506541963,1,5,37355,629,134217979,1,140193434783744,140193455263744,10208581.0,2088960,20480000,0.102,0
34226913304,608801516791782,1,5,37355,629,134217979,1,140193434783744,140193455263744,10249819.0,2109440,20480000,0.103,0
34226913309,608801527020547,1,5,37355,629,134217979,1,140193434783744,140193455263744,10228765.0,2129920,20480000,0.104,0
34226913314,608801537227906,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207359.0,2150400,20480000,0.105,0
34226913319,608801547440812,1,5,37355,629,134217979,1,140193434783744,140193455263744,10212906.0,2170880,20480000,0.106,0
34226913324,608801557694322,1,5,37355,629,134217979,1,140193434783744,140193455263744,10253510.0,2191360,20480000,0.107,0
34226913329,608801567925606,1,5,37355,629,134217979,1,140193434783744,140193455263744,10231284.0,2211840,20480000,0.108,0
34226913334,608801578135272,1,5,37355,629,134217979,1,140193434783744,140193455263744,10209666.0,2232320,20480000,0.109,0
34226913339,608801588339722,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204450.0,2252800,20480000,0.11,0
34226913344,608801598588391,1,5,37355,629,134217979,1,140193434783744,140193455263744,10248669.0,2273280,20480000,0.111,0
34226913349,608801608822545,1,5,37355,629,134217979,1,140193434783744,140193455263744,10234154.0,2293760,20480000,0.112,0
34226913354,608801619027326,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204781.0,2314240,20480000,0.113,0
34226913359,608801629235129,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207803.0,2334720,20480000,0.114,0
34226913364,608801639485422,1,5,37355,629,134217979,1,140193434783744,140193455263744,10250293.0,2355200,20480000,0.115,0
34226913369,608801649715895,1,5,37355,629,134217979,1,140193434783744,140193455263744,10230473.0,2375680,20480000,0.116,0
34226913374,608801659920972,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205077.0,2396160,20480000,0.117,0
34226913379,608801670129570,1,5,37355,629,134217979,1,140193434783744,140193455263744,10208598.0,2416640,20480000,0.118,0
34226913384,608801680381681,1,5,37355,629,134217979,1,140193434783744,140193455263744,10252111.0,2437120,20480000,0.119,0
34226913389,608801690621345,1,5,37355,629,134217979,1,140193434783744,140193455263744,10239664.0,2457600,20480000,0.12,0
34226913394,608801700827002,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205657.0,2478080,20480000,0.121,0
34226913399,608801711035717,1,5,37355,629,134217979,1,140193434783744,140193455263744,10208715.0,2498560,20480000,0.122,0
34226913404,608801721286821,1,5,37355,629,134217979,1,140193434783744,140193455263744,10251104.0,2519040,20480000,0.123,0
34226913409,608801731515298,1,5,37355,629,134217979,1,140193434783744,140193455263744,10228477.0,2539520,20480000,0.124,0
34226913414,608801741720242,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204944.0,2560000,20480000,0.125,0
34226913419,608801751927338,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207096.0,2580480,20480000,0.126,0
34226913424,608801762176238,1,5,37355,629,134217979,1,140193434783744,140193455263744,10248900.0,2600960,20480000,0.127,0
34226913429,608801772406825,1,5,37355,629,134217979,1,140193434783744,140193455263744,10230587.0,2621440,20480000,0.128,0
34226913434,608801782611922,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205097.0,2641920,20480000,0.129,0
34226913439,608801792816712,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204790.0,2662400,20480000,0.13,0
34226913444,608801803077373,1,5,37355,629,134217979,1,140193434783744,140193455263744,10260661.0,2682880,20480000,0.131,0
34226913449,608801813306477,1,5,37355,629,134217979,1,140193434783744,140193455263744,10229104.0,2703360,20480000,0.132,0
34226913454,608801823517007,1,5,37355,629,134217979,1,140193434783744,140193455263744,10210530.0,2723840,20480000,0.133,0
34226913459,608801833731292,1,5,37355,629,134217979,1,140193434783744,140193455263744,10214285.0,2744320,20480000,0.134,0
34226913464,608801843985529,1,5,37355,629,134217979,1,140193434783744,140193455263744,10254237.0,2764800,20480000,0.135,0
34226913469,608801854232518,1,5,37355,629,134217979,1,140193434783744,140193455263744,10246989.0,2785280,20480000,0.136,0
34226913474,608801864438009,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205491.0,2805760,20480000,0.137,0
34226913479,608801874642919,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204910.0,2826240,20480000,0.138,0
34226913484,608801884903164,1,5,37355,629,134217979,1,140193434783744,140193455263744,10260245.0,2846720,20480000,0.139,0
34226913489,608801895133342,1,5,37355,629,134217979,1,140193434783744,140193455263744,10230178.0,2867200,20480000,0.14,0
34226913494,608801905339390,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206048.0,2887680,20480000,0.141,0
34226913499,608801915547331,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207941.0,2908160,20480000,0.142,0
34226913504,608801925802586,1,5,37355,629,134217979,1,140193434783744,140193455263744,10255255.0,2928640,20480000,0.143,0
34226913509,608801936044155,1,5,37355,629,134217979,1,140193434783744,140193455263744,10241569.0,2949120,20480000,0.144,0
34226913514,608801946249094,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204939.0,2969600,20480000,0.145,0
34226913519,608801956457585,1,5,37355,629,134217979,1,140193434783744,140193455263744,10208491.0,2990080,20480000,0.146,0
34226913524,608801966710715,1,5,37355,629,134217979,1,140193434783744,140193455263744,10253130.0,3010560,20480000,0.147,0
34226913529,608801976941074,1,5,37355,629,134217979,1,140193434783744,140193455263744,10230359.0,3031040,20480000,0.148,0
34226913534,608801987148688,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207614.0,3051520,20480000,0.149,0
34226913539,608801997358412,1,5,37355,629,134217979,1,140193434783744,140193455263744,10209724.0,3072000,20480000,0.15,0
34226913544,608802007607787,1,5,37355,629,134217979,1,140193434783744,140193455263744,10249375.0,3092480,20480000,0.151,0
34226913549,608802017837103,1,5,37355,629,134217979,1,140193434783744,140193455263744,10229316.0,3112960,20480000,0.152,0
34226913554,608802028061309,1,5,37355,629,134217979,1,140193434783744,140193455263744,10224206.0,3133440,20480000,0.153,0
34226913559,608802038277485,1,5,37355,629,134217979,1,140193434783744,140193455263744,10216176.0,3153920,20480000,0.154,0
34226913564,608802048527458,1,5,37355,629,134217979,1,140193434783744,140193455263744,10249973.0,3174400,20480000,0.155,0
34226913569,608802058755645,1,5,37355,629,134217979,1,140193434783744,140193455263744,10228187.0,3194880,20480000,0.156,0
34226913574,608802068960839,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205194.0,3215360,20480000,0.157,0
34226913579,608802079166606,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205767.0,3235840,20480000,0.158,0
34226913584,608802089414756,1,5,37355,629,134217979,1,140193434783744,140193455263744,10248150.0,3256320,20480000,0.159,0
34226913589,608802099642499,1,5,37355,629,134217979,1,140193434783744,140193455263744,10227743.0,3276800,20480000,0.16,0
34226913594,608802109858476,1,5,37355,629,134217979,1,140193434783744,140193455263744,10215977.0,3297280,20480000,0.161,0
34226913599,608802120070254,1,5,37355,629,134217979,1,140193434783744,140193455263744,10211778.0,3317760,20480000,0.162,0
34226913604,608802130316451,1,5,37355,629,134217979,1,140193434783744,140193455263744,10246197.0,3338240,20480000,0.163,0
34226913609,608802140546840,1,5,37355,629,134217979,1,140193434783744,140193455263744,10230389.0,3358720,20480000,0.164,0
34226913614,608802150750813,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203973.0,3379200,20480000,0.165,0
34226913619,608802160958146,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207333.0,3399680,20480000,0.166,0
34226913624,608802171208306,1,5,37355,629,134217979,1,140193434783744,140193455263744,10250160.0,3420160,20480000,0.167,0
34226913629,608802181435955,1,5,37355,629,134217979,1,140193434783744,140193455263744,10227649.0,3440640,20480000,0.168,0
34226913634,608802191644629,1,5,37355,629,134217979,1,140193434783744,140193455263744,10208674.0,3461120,20480000,0.169,0
34226913639,608802201851204,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206575.0,3481600,20480000,0.17,0
34226913644,608802212128962,1,5,37355,629,134217979,1,140193434783744,140193455263744,10277758.0,3502080,20480000,0.171,0
34226913649,608802222356345,1,5,37355,629,134217979,1,140193434783744,140193455263744,10227383.0,3522560,20480000,0.172,0
34226913654,608802232570690,1,5,37355,629,134217979,1,140193434783744,140193455263744,10214345.0,3543040,20480000,0.173,0
34226913659,608802242774224,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203534.0,3563520,20480000,0.174,0
34226913664,608802253023439,1,5,37355,629,134217979,1,140193434783744,140193455263744,10249215.0,3584000,20480000,0.175,0
34226913669,608802263254970,1,5,37355,629,134217979,1,140193434783744,140193455263744,10231531.0,3604480,20480000,0.176,0
34226913674,608802273458418,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203448.0,3624960,20480000,0.177,0
34226913679,608802283661460,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203042.0,3645440,20480000,0.178,0
34226913684,608802293909063,1,5,37355,629,134217979,1,140193434783744,140193455263744,10247603.0,3665920,20480000,0.179,0
34226913689,608802304140330,1,5,37355,629,134217979,1,140193434783744,140193455263744,10231267.0,3686400,20480000,0.18,0
34226913694,608802314343719,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203389.0,3706880,20480000,0.181,0
34226913699,608802324550734,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207015.0,3727360,20480000,0.182,0
34226913704,608802334806266,1,5,37355,629,134217979,1,140193434783744,140193455263744,10255532.0,3747840,20480000,0.183,0
34226913709,608802345033902,1,5,37355,629,134217979,1,140193434783744,140193455263744,10227636.0,3768320,20480000,0.184,0
34226913714,608802355236987,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203085.0,3788800,20480000,0.185,0
34226913719,608802365443493,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206506.0,3809280,20480000,0.186,0
34226913724,608802375690839,1,5,37355,629,134217979,1,140193434783744,140193455263744,10247346.0,3829760,20480000,0.187,0
34226913729,608802385919684,1,5,37355,629,134217979,1,140193434783744,140193455263744,10228845.0,3850240,20480000,0.188,0
34226913734,608802396125618,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205934.0,3870720,20480000,0.189,0
34226913739,608802406332330,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206712.0,3891200,20480000,0.19,0
34226913744,608802416583631,1,5,37355,629,134217979,1,140193434783744,140193455263744,10251301.0,3911680,20480000,0.191,0
34226913749,608802426815442,1,5,37355,629,134217979,1,140193434783744,140193455263744,10231811.0,3932160,20480000,0.192,0
34226913754,608802437022585,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207143.0,3952640,20480000,0.193,0
34226913759,608802447229063,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206478.0,3973120,20480000,0.194,0
34226913764,608802457490248,1,5,37355,629,134217979,1,140193434783744,140193455263744,10261185.0,3993600,20480000,0.195,0
34226913769,608802467720044,1,5,37355,629,134217979,1,140193434783744,140193455263744,10229796.0,4014080,20480000,0.196,0
34226913774,608802477925340,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205296.0,4034560,20480000,0.197,0
34226913779,608802488149836,1,5,37355,629,134217979,1,140193434783744,140193455263744,10224496.0,4055040,20480000,0.198,0
34226913784,608802498405155,1,5,37355,629,134217979,1,140193434783744,140193455263744,10255319.0,4075520,20480000,0.199,0
34226913789,608802508633442,1,5,37355,629,134217979,1,140193434783744,140193455263744,10228287.0,4096000,20480000,0.2,0
34226913794,608802518841379,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207937.0,4116480,20480000,0.201,0
34226913799,608802529045775,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204396.0,4136960,20480000,0.202,0
34226913804,608802539296404,1,5,37355,629,134217979,1,140193434783744,140193455263744,10250629.0,4157440,20480000,0.203,0
34226913809,608802549541228,1,5,37355,629,134217979,1,140193434783744,140193455263744,10244824.0,4177920,20480000,0.204,0
34226913814,608802559745240,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204012.0,4198400,20480000,0.205,0
34226913819,608802569951295,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206055.0,4218880,20480000,0.206,0
34226913824,608802580203257,1,5,37355,629,134217979,1,140193434783744,140193455263744,10251962.0,4239360,20480000,0.207,0
34226913829,608802590454977,1,5,37355,629,134217979,1,140193434783744,140193455263744,10251720.0,4259840,20480000,0.208,0
34226913834,608802600663214,1,5,37355,629,134217979,1,140193434783744,140193455263744,10208237.0,4280320,20480000,0.209,0
34226913839,608802610871558,1,5,37355,629,134217979,1,140193434783744,140193455263744,10208344.0,4300800,20480000,0.21,0
34226913844,608802621122108,1,5,37355,629,134217979,1,140193434783744,140193455263744,10250550.0,4321280,20480000,0.211,0
34226913849,608802631355041,1,5,37355,629,134217979,1,140193434783744,140193455263744,10232933.0,4341760,20480000,0.212,0
34226913854,608802641559323,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204282.0,4362240,20480000,0.213,0
34226913859,608802651763168,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203845.0,4382720,20480000,0.214,0
34226913864,608802662019218,1,5,37355,629,134217979,1,140193434783744,140193455263744,10256050.0,4403200,20480000,0.215,0
34226913869,608802672242496,1,5,37355,629,134217979,1,140193434783744,140193455263744,10223278.0,4423680,20480000,0.216,0
34226913874,608802682444783,1,5,37355,629,134217979,1,140193434783744,140193455263744,10202287.0,4444160,20480000,0.217,0
34226913879,608802692648402,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203619.0,4464640,20480000,0.218,0
34226913884,608802702905112,1,5,37355,629,134217979,1,140193434783744,140193455263744,10256710.0,4485120,20480000,0.219,0
34226913889,608802713136590,1,5,37355,629,134217979,1,140193434783744,140193455263744,10231478.0,4505600,20480000,0.22,0
34226913894,608802723341223,1,5,37355,629,134217979,1,140193434783744,140193455263744,10204633.0,4526080,20480000,0.221,0
34226913899,608802733547068,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205845.0,4546560,20480000,0.222,0
34226913904,608802743798942,1,5,37355,629,134217979,1,140193434783744,140193455263744,10251874.0,4567040,20480000,0.223,0
34226913909,608802754028013,1,5,37355,629,134217979,1,140193434783744,140193455263744,10229071.0,4587520,20480000,0.224,0
34226913914,608802764231829,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203816.0,4608000,20480000,0.225,0
34226913919,608802774438905,1,5,37355,629,134217979,1,140193434783744,140193455263744,10207076.0,4628480,20480000,0.226,0
34226913924,608802784695715,1,5,37355,629,134217979,1,140193434783744,140193455263744,10256810.0,4648960,20480000,0.227,0
34226913929,608802794928114,1,5,37355,629,134217979,1,140193434783744,140193455263744,10232399.0,4669440,20480000,0.228,0
34226913934,608802805135100,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206986.0,4689920,20480000,0.229,0
34226913939,608802815340134,1,5,37355,629,134217979,1,140193434783744,140193455263744,10205034.0,4710400,20480000,0.23,0
34226913944,608802825594137,1,5,37355,629,134217979,1,140193434783744,140193455263744,10254003.0,4730880,20480000,0.231,0
34226913949,608802835827300,1,5,37355,629,134217979,1,140193434783744,140193455263744,10233163.0,4751360,20480000,0.232,0
34226913954,608802846029690,1,5,37355,629,134217979,1,140193434783744,140193455263744,10202390.0,4771840,20480000,0.233,0
34226913959,608802856236369,1,5,37355,629,134217979,1,140193434783744,140193455263744,10206679.0,4792320,20480000,0.234,0
34226913964,608802866489128,1,5,37355,629,134217979,1,140193434783744,140193455263744,10252759.0,4812800,20480000,0.235,0
34226913969,608802876718230,1,5,37355,629,134217979,1,140193434783744,140193455263744,10229102.0,4833280,20480000,0.236,0
34226913974,608802886920853,1,5,37355,629,134217979,1,140193434783744,140193455263744,10202623.0,4853760,20480000,0.237,0
34226913979,608802897124362,1,5,37355,629,134217979,1,140193434783744,140193455263744,10203509.0,4874240,20480000,0.238,0
